crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
potatoes,2025-06-23,127,mature,short_rains,Machakos,silty,19.1,84.2,high,low,pest_control,0,high
tomatoes,2025-10-01,27,vegetative,long_rains,Kiambu,silty,22.4,150.9,low,medium,disease_management,0,high
kale,2025-09-03,55,fruiting,dry_season,Meru,sandy,16.3,23.8,low,medium,disease_management,0,high
cabbage,2025-08-04,85,mature,short_rains,Eldoret,sandy,21.3,166.9,low,medium,disease_management,0,high
tomatoes,2025-09-05,53,fruiting,long_rains,Machakos,chalky,27.9,117.7,low,high,disease_management,0,high
potatoes,2025-10-07,21,vegetative,short_rains,Meru,loamy,15.9,58.5,high,none,pest_control,0,high
cabbage,2025-08-24,65,fruiting,short_rains,Kiambu,loamy,14.4,166.6,low,none,pest_control,0,high
wheat,2025-09-17,41,vegetative,long_rains,Nairobi,sandy,22.5,194.4,low,high,disease_management,0,high
wheat,2025-07-23,97,fruiting,long_rains,Nakuru,chalky,22.9,56.8,low,low,fertilizer_application,3,medium
kale,2025-08-28,61,mature,dry_season,Kisumu,peaty,17.4,37.3,none,low,harvesting,0,high
tomatoes,2025-10-06,22,vegetative,long_rains,Kiambu,loamy,20.6,98.1,medium,low,pest_control,0,high
kale,2025-10-26,2,seedling,short_rains,Machakos,peaty,24.5,172.0,high,low,pest_control,0,high
wheat,2025-08-17,72,flowering,long_rains,Machakos,silty,15.2,189.2,high,medium,pest_control,0,high
potatoes,2025-09-03,55,flowering,short_rains,Nakuru,peaty,16.5,163.2,high,low,pest_control,0,high
beans,2025-09-11,47,flowering,short_rains,Eldoret,loamy,18.6,87.2,high,medium,pest_control,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Meru,chalky,17.2,127.2,high,high,pest_control,0,high
beans,2025-07-22,98,mature,short_rains,Machakos,clay,17.6,139.1,none,none,harvesting,0,high
tomatoes,2025-08-20,69,fruiting,long_rains,Kiambu,chalky,25.8,126.0,medium,none,pest_control,0,high
tomatoes,2025-09-01,57,fruiting,long_rains,Kiambu,clay,23.9,167.6,high,medium,pest_control,0,high
maize,2025-06-08,142,mature,short_rains,Machakos,chalky,22.9,88.0,high,low,pest_control,0,high
maize,2025-06-04,146,mature,short_rains,Eldoret,loamy,25.3,121.6,high,high,pest_control,0,high
tomatoes,2025-07-28,92,mature,long_rains,Kiambu,silty,20.5,179.4,medium,low,pest_control,0,high
tomatoes,2025-10-01,27,vegetative,long_rains,Kiambu,peaty,23.9,188.8,low,low,disease_management,1,medium
beans,2025-09-17,41,vegetative,long_rains,Machakos,silty,24.6,88.3,none,high,disease_management,0,high
beans,2025-07-28,92,mature,short_rains,Eldoret,chalky,19.1,97.7,medium,none,pest_control,0,high
kale,2025-10-25,3,seedling,short_rains,Kisumu,chalky,24.4,197.5,medium,high,pest_control,0,high
beans,2025-10-14,14,seedling,long_rains,Nairobi,loamy,25.5,53.5,medium,medium,pest_control,0,high
tomatoes,2025-09-20,38,flowering,long_rains,Kiambu,loamy,23.2,137.3,none,medium,disease_management,0,high
potatoes,2025-06-22,128,mature,short_rains,Nairobi,silty,14.0,187.2,medium,medium,pest_control,0,high
wheat,2025-06-14,136,mature,long_rains,Machakos,chalky,23.4,82.0,none,high,disease_management,0,high
cabbage,2025-09-29,29,vegetative,short_rains,Meru,peaty,22.2,93.9,high,high,pest_control,0,high
kale,2025-10-22,6,seedling,long_rains,Nairobi,peaty,16.3,128.1,low,none,irrigation,0,high
kale,2025-09-08,50,fruiting,dry_season,Eldoret,silty,22.6,13.5,high,high,pest_control,0,high
tomatoes,2025-10-09,19,vegetative,long_rains,Kiambu,peaty,25.3,108.1,medium,none,pest_control,0,high
tomatoes,2025-09-12,46,flowering,long_rains,Meru,clay,20.2,196.9,high,high,pest_control,0,high
beans,2025-07-16,104,mature,short_rains,Nakuru,loamy,22.1,197.9,high,high,pest_control,0,high
wheat,2025-08-14,75,flowering,long_rains,Eldoret,clay,20.6,70.7,high,low,pest_control,0,high
potatoes,2025-07-20,100,mature,short_rains,Kisumu,clay,19.7,111.8,medium,low,pest_control,0,high
tomatoes,2025-09-20,38,flowering,long_rains,Kisumu,silty,21.8,183.9,high,none,pest_control,0,high
tomatoes,2025-10-07,21,vegetative,long_rains,Machakos,silty,21.9,116.5,low,medium,disease_management,0,high
cabbage,2025-08-19,70,mature,short_rains,Nakuru,loamy,20.9,190.7,medium,low,pest_control,0,high
cabbage,2025-09-22,36,flowering,short_rains,Eldoret,peaty,13.5,171.9,medium,medium,pest_control,0,high
maize,2025-08-13,76,flowering,short_rains,Kiambu,loamy,28.4,103.5,medium,high,pest_control,0,high
wheat,2025-05-27,154,mature,long_rains,Meru,loamy,20.9,122.0,high,none,pest_control,0,high
beans,2025-08-19,70,fruiting,long_rains,Kiambu,sandy,22.1,75.0,medium,none,pest_control,0,high
wheat,2025-09-03,55,vegetative,long_rains,Machakos,clay,22.2,60.3,none,none,weeding,1,medium
potatoes,2025-09-12,46,vegetative,short_rains,Kiambu,peaty,14.0,172.5,high,high,pest_control,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Nairobi,chalky,18.1,199.6,low,low,disease_management,1,medium
kale,2025-08-22,67,mature,long_rains,Eldoret,silty,19.9,141.9,none,none,harvesting,0,high
cabbage,2025-07-23,97,mature,short_rains,Meru,chalky,20.9,152.8,high,none,pest_control,0,high
beans,2025-07-08,112,mature,long_rains,Kisumu,chalky,26.3,141.5,medium,none,pest_control,0,high
wheat,2025-10-27,1,seedling,long_rains,Kisumu,silty,24.8,99.5,high,medium,pest_control,0,high
tomatoes,2025-09-18,40,flowering,long_rains,Eldoret,silty,24.3,74.1,high,medium,pest_control,0,high
cabbage,2025-08-19,70,mature,short_rains,Machakos,sandy,20.1,183.7,low,none,harvesting,0,high
tomatoes,2025-09-05,53,fruiting,long_rains,Kisumu,sandy,26.1,175.2,none,high,disease_management,0,high
potatoes,2025-07-19,101,mature,short_rains,Meru,sandy,16.6,188.3,low,high,disease_management,0,high
beans,2025-10-26,2,seedling,long_rains,Eldoret,sandy,22.3,131.1,high,none,pest_control,0,high
potatoes,2025-10-14,14,seedling,short_rains,Machakos,silty,18.8,157.1,none,low,weeding,0,high
wheat,2025-09-04,54,vegetative,long_rains,Kiambu,clay,22.3,150.0,none,high,disease_management,0,high
tomatoes,2025-10-01,27,vegetative,long_rains,Meru,chalky,25.7,156.6,low,medium,disease_management,0,high
cabbage,2025-09-08,50,fruiting,short_rains,Nakuru,loamy,14.5,64.8,high,medium,pest_control,0,high
potatoes,2025-07-15,105,mature,short_rains,Nairobi,sandy,18.1,118.4,medium,high,pest_control,0,high
potatoes,2025-10-16,12,seedling,short_rains,Meru,loamy,16.2,165.5,medium,low,pest_control,0,high
cabbage,2025-07-25,95,mature,short_rains,Eldoret,sandy,22.5,150.5,low,none,harvesting,0,high
wheat,2025-08-14,75,flowering,long_rains,Meru,chalky,17.6,54.5,high,none,pest_control,0,high
cabbage,2025-08-08,81,mature,short_rains,Kisumu,chalky,16.5,116.1,low,medium,disease_management,0,high
cabbage,2025-08-26,63,fruiting,short_rains,Nairobi,sandy,21.3,79.9,none,none,fertilizer_application,0,high
potatoes,2025-10-09,19,seedling,short_rains,Machakos,sandy,18.9,143.6,none,none,pest_control,2,medium
kale,2025-08-28,61,mature,long_rains,Kiambu,clay,16.4,59.4,medium,high,pest_control,0,high
beans,2025-10-24,4,seedling,long_rains,Kiambu,loamy,23.8,109.5,high,low,pest_control,0,high
kale,2025-10-02,26,vegetative,dry_season,Machakos,chalky,21.5,12.6,medium,none,pest_control,0,high
potatoes,2025-07-11,109,mature,short_rains,Eldoret,chalky,13.5,55.2,low,medium,disease_management,0,high
maize,2025-09-17,41,vegetative,short_rains,Nakuru,sandy,20.9,176.0,high,none,pest_control,0,high
tomatoes,2025-10-20,8,seedling,long_rains,Kiambu,chalky,28.9,116.7,medium,medium,pest_control,0,high
kale,2025-08-22,67,mature,dry_season,Kisumu,loamy,18.5,46.5,low,medium,disease_management,0,high
cabbage,2025-09-01,57,fruiting,short_rains,Kisumu,silty,16.8,163.7,low,low,disease_management,0,high
wheat,2025-07-11,109,fruiting,long_rains,Meru,peaty,19.5,115.3,medium,low,pest_control,0,high
wheat,2025-10-25,3,seedling,long_rains,Nairobi,peaty,17.2,190.4,low,none,planting,0,high
kale,2025-10-07,21,vegetative,dry_season,Machakos,silty,18.0,31.1,low,none,pest_control,0,high
cabbage,2025-09-20,38,flowering,short_rains,Meru,silty,22.6,178.8,none,none,weeding,0,high
cabbage,2025-08-30,59,fruiting,short_rains,Nakuru,sandy,19.2,179.5,medium,medium,pest_control,0,high
beans,2025-09-18,40,vegetative,long_rains,Kiambu,sandy,22.8,98.1,none,medium,disease_management,0,high
wheat,2025-05-22,159,mature,long_rains,Kisumu,silty,18.7,50.8,medium,medium,pest_control,0,high
maize,2025-06-16,134,mature,short_rains,Meru,chalky,25.1,179.8,medium,low,pest_control,0,high
tomatoes,2025-08-09,80,mature,long_rains,Nakuru,clay,20.8,193.0,medium,none,pest_control,0,high
beans,2025-07-09,111,mature,short_rains,Kiambu,silty,17.3,98.4,medium,high,pest_control,0,high
beans,2025-10-16,12,seedling,long_rains,Kisumu,chalky,24.5,66.4,low,none,irrigation,0,high
wheat,2025-07-05,115,fruiting,long_rains,Nairobi,loamy,20.7,187.6,medium,high,pest_control,0,high
potatoes,2025-07-28,92,fruiting,short_rains,Nakuru,chalky,21.8,126.0,medium,medium,pest_control,0,high
wheat,2025-08-02,87,flowering,long_rains,Machakos,loamy,16.4,70.0,low,medium,disease_management,0,high
tomatoes,2025-08-18,71,fruiting,long_rains,Eldoret,loamy,24.4,188.0,high,none,pest_control,0,high
beans,2025-07-16,104,mature,short_rains,Kisumu,sandy,19.8,152.0,high,medium,pest_control,0,high
cabbage,2025-10-27,1,seedling,short_rains,Kiambu,clay,13.1,159.1,none,none,planting,0,high
kale,2025-08-17,72,mature,dry_season,Eldoret,peaty,21.0,5.1,none,none,harvesting,0,high
potatoes,2025-08-25,64,flowering,short_rains,Kiambu,silty,13.5,155.3,low,none,pest_control,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Nairobi,peaty,18.5,164.0,low,low,weeding,7,low
beans,2025-08-20,69,fruiting,long_rains,Eldoret,sandy,22.4,135.4,low,none,irrigation,6,medium
wheat,2025-08-11,78,flowering,long_rains,Eldoret,peaty,24.2,176.4,none,low,fertilizer_application,3,medium
maize,2025-06-07,143,mature,short_rains,Nairobi,chalky,25.5,120.3,medium,medium,pest_control,0,high
beans,2025-09-17,41,vegetative,short_rains,Kisumu,loamy,24.3,59.7,low,high,disease_management,0,high
potatoes,2025-07-02,118,mature,short_rains,Nakuru,silty,20.7,63.8,none,high,disease_management,0,high
potatoes,2025-07-05,115,mature,short_rains,Machakos,clay,13.1,110.8,none,low,harvesting,0,high
wheat,2025-09-06,52,vegetative,long_rains,Kiambu,sandy,25.0,104.7,high,high,pest_control,0,high
potatoes,2025-10-02,26,vegetative,short_rains,Meru,chalky,19.1,165.9,low,high,disease_management,0,high
potatoes,2025-10-19,9,seedling,short_rains,Nakuru,chalky,18.3,56.6,high,medium,pest_control,0,high
tomatoes,2025-10-21,7,seedling,long_rains,Eldoret,chalky,21.8,64.6,low,high,disease_management,0,high
kale,2025-08-25,64,mature,dry_season,Nairobi,peaty,18.9,33.7,high,high,pest_control,0,high
tomatoes,2025-07-22,98,mature,long_rains,Nakuru,loamy,23.9,162.2,low,high,disease_management,0,high
maize,2025-07-07,113,fruiting,short_rains,Machakos,peaty,20.7,89.1,none,medium,disease_management,0,high
maize,2025-09-03,55,vegetative,long_rains,Eldoret,silty,23.1,158.3,none,medium,disease_management,0,high
wheat,2025-09-29,29,vegetative,long_rains,Nakuru,silty,15.0,175.9,high,medium,pest_control,0,high
wheat,2025-07-17,103,fruiting,long_rains,Eldoret,silty,19.3,87.9,low,low,weeding,6,medium
tomatoes,2025-08-23,66,fruiting,long_rains,Kisumu,sandy,23.5,181.5,high,medium,pest_control,0,high
beans,2025-10-14,14,seedling,long_rains,Kiambu,chalky,19.7,198.0,medium,none,pest_control,0,high
wheat,2025-05-30,151,mature,long_rains,Meru,sandy,21.7,129.2,medium,none,pest_control,0,high
beans,2025-10-15,13,seedling,long_rains,Kiambu,clay,24.2,74.3,none,high,disease_management,0,high
cabbage,2025-07-31,89,mature,short_rains,Eldoret,peaty,17.3,185.2,none,medium,disease_management,0,high
tomatoes,2025-10-09,19,vegetative,long_rains,Nakuru,clay,22.9,182.2,low,none,pest_control,2,medium
maize,2025-08-23,66,flowering,long_rains,Machakos,clay,24.5,155.8,medium,none,pest_control,0,high
kale,2025-10-11,17,vegetative,short_rains,Kiambu,peaty,20.8,155.6,high,medium,pest_control,0,high
potatoes,2025-06-24,126,mature,short_rains,Eldoret,clay,22.7,155.9,none,high,disease_management,0,high
maize,2025-10-21,7,seedling,long_rains,Machakos,sandy,26.2,156.4,low,low,fertilizer_application,0,high
kale,2025-09-21,37,flowering,dry_season,Kisumu,loamy,23.3,26.3,low,medium,disease_management,0,high
tomatoes,2025-09-08,50,flowering,long_rains,Eldoret,peaty,22.7,64.2,low,medium,disease_management,0,high
wheat,2025-06-15,135,mature,long_rains,Eldoret,silty,24.3,99.8,medium,none,pest_control,0,high
kale,2025-09-05,53,fruiting,long_rains,Eldoret,peaty,23.1,150.4,none,none,weeding,3,medium
beans,2025-07-01,119,mature,long_rains,Nairobi,clay,26.1,161.2,medium,none,pest_control,0,high
beans,2025-09-10,48,flowering,short_rains,Meru,peaty,22.4,198.6,medium,medium,pest_control,0,high
maize,2025-08-27,62,flowering,long_rains,Nakuru,peaty,28.1,99.0,high,low,pest_control,0,high
tomatoes,2025-09-13,45,flowering,long_rains,Nakuru,clay,22.9,130.9,none,none,pest_control,0,high
tomatoes,2025-08-28,61,fruiting,long_rains,Kisumu,peaty,23.4,189.3,high,none,pest_control,0,high
maize,2025-08-01,88,fruiting,short_rains,Meru,clay,21.6,134.2,none,high,disease_management,0,high
potatoes,2025-08-19,70,fruiting,short_rains,Eldoret,silty,13.2,85.9,low,low,irrigation,7,medium
maize,2025-10-15,13,seedling,short_rains,Kiambu,loamy,23.5,134.4,none,none,irrigation,0,high
beans,2025-09-30,28,vegetative,short_rains,Nakuru,sandy,21.6,126.1,none,none,disease_management,0,high
maize,2025-06-05,145,mature,long_rains,Kiambu,sandy,27.5,128.2,high,high,pest_control,0,high
cabbage,2025-09-18,40,flowering,short_rains,Meru,loamy,19.0,50.9,low,low,pest_control,2,medium
maize,2025-06-18,132,mature,short_rains,Machakos,chalky,21.2,194.1,medium,high,pest_control,0,high
beans,2025-06-30,120,mature,long_rains,Nakuru,peaty,23.5,124.8,low,none,harvesting,0,high
maize,2025-10-23,5,seedling,long_rains,Meru,clay,25.0,143.8,low,medium,disease_management,0,high
kale,2025-08-05,84,mature,short_rains,Nakuru,silty,25.0,76.1,high,low,pest_control,0,high
kale,2025-10-23,5,seedling,short_rains,Meru,sandy,23.6,107.7,high,high,pest_control,0,high
cabbage,2025-10-11,17,vegetative,short_rains,Kiambu,clay,18.8,105.1,none,none,irrigation,0,high
maize,2025-07-20,100,fruiting,long_rains,Kisumu,clay,21.1,61.6,none,low,irrigation,2,medium
cabbage,2025-08-31,58,fruiting,short_rains,Machakos,silty,17.8,188.3,low,none,disease_management,0,high
tomatoes,2025-10-06,22,vegetative,long_rains,Meru,clay,23.9,122.4,none,low,irrigation,0,high
maize,2025-08-29,60,flowering,long_rains,Eldoret,chalky,23.4,79.9,low,none,fertilizer_application,0,high
tomatoes,2025-10-27,1,seedling,long_rains,Eldoret,peaty,26.3,133.6,low,high,disease_management,0,high
kale,2025-09-24,34,flowering,dry_season,Nairobi,chalky,20.3,29.1,low,high,disease_management,0,high
wheat,2025-07-29,91,fruiting,long_rains,Meru,sandy,15.6,163.5,high,medium,pest_control,0,high
tomatoes,2025-10-26,2,seedling,long_rains,Nakuru,peaty,26.6,119.1,low,medium,disease_management,0,high
potatoes,2025-10-14,14,seedling,short_rains,Kisumu,chalky,20.3,65.2,low,none,weeding,0,high
maize,2025-06-06,144,mature,short_rains,Machakos,silty,28.9,79.8,high,none,pest_control,0,high
potatoes,2025-07-01,119,mature,short_rains,Machakos,sandy,13.1,83.2,none,low,harvesting,0,high
wheat,2025-07-23,97,fruiting,long_rains,Nairobi,clay,17.5,92.0,low,low,fertilizer_application,1,medium
cabbage,2025-07-23,97,mature,short_rains,Eldoret,peaty,20.8,98.4,medium,none,pest_control,0,high
cabbage,2025-08-21,68,mature,short_rains,Kisumu,silty,20.6,173.5,medium,low,pest_control,0,high
tomatoes,2025-10-24,4,seedling,long_rains,Meru,silty,23.9,69.5,none,medium,disease_management,0,high
cabbage,2025-08-31,58,fruiting,short_rains,Machakos,sandy,14.6,83.4,high,medium,pest_control,0,high
cabbage,2025-10-08,20,vegetative,short_rains,Machakos,silty,15.9,108.8,none,none,pest_control,1,medium
maize,2025-10-15,13,seedling,long_rains,Kisumu,loamy,21.4,169.2,medium,none,pest_control,0,high
maize,2025-10-18,10,seedling,short_rains,Eldoret,loamy,27.3,137.2,low,medium,disease_management,0,high
cabbage,2025-09-13,45,flowering,short_rains,Machakos,clay,16.2,199.3,low,high,disease_management,0,high
wheat,2025-07-25,95,fruiting,long_rains,Nairobi,peaty,23.4,58.1,none,low,weeding,4,medium
kale,2025-10-26,2,seedling,dry_season,Machakos,chalky,15.7,21.4,high,none,pest_control,0,high
cabbage,2025-10-19,9,seedling,short_rains,Kiambu,loamy,18.9,86.6,high,high,pest_control,0,high
cabbage,2025-10-15,13,seedling,short_rains,Machakos,silty,20.1,169.3,medium,low,pest_control,0,high
wheat,2025-07-27,93,fruiting,long_rains,Kisumu,sandy,17.1,134.1,high,none,pest_control,0,high
tomatoes,2025-07-19,101,mature,long_rains,Machakos,sandy,24.0,69.5,none,medium,disease_management,0,high
cabbage,2025-08-31,58,fruiting,short_rains,Kisumu,loamy,22.8,155.6,high,medium,pest_control,0,high
cabbage,2025-07-21,99,mature,short_rains,Machakos,peaty,15.9,171.7,high,high,pest_control,0,high
tomatoes,2025-08-09,80,mature,long_rains,Machakos,chalky,26.9,68.3,low,low,harvesting,0,high
tomatoes,2025-10-12,16,vegetative,long_rains,Machakos,silty,27.3,154.6,none,medium,disease_management,0,high
potatoes,2025-10-01,27,vegetative,short_rains,Eldoret,clay,13.8,138.4,medium,low,pest_control,0,high
cabbage,2025-08-19,70,mature,short_rains,Nakuru,loamy,15.4,163.5,medium,medium,pest_control,0,high
tomatoes,2025-07-27,93,mature,long_rains,Eldoret,chalky,25.7,198.4,low,low,harvesting,0,high
cabbage,2025-10-28,0,seedling,short_rains,Meru,peaty,16.5,179.1,none,high,disease_management,0,high
kale,2025-10-03,25,vegetative,long_rains,Meru,silty,23.1,160.3,low,low,disease_management,3,medium
cabbage,2025-09-04,54,fruiting,short_rains,Nakuru,peaty,17.7,131.3,low,none,weeding,2,medium
tomatoes,2025-07-30,90,mature,long_rains,Nairobi,chalky,23.6,129.2,low,high,disease_management,0,high
maize,2025-07-02,118,mature,long_rains,Nairobi,chalky,27.5,163.4,low,low,harvesting,2,high
tomatoes,2025-09-04,54,fruiting,long_rains,Eldoret,chalky,28.7,130.6,low,high,disease_management,0,high
potatoes,2025-09-08,50,flowering,short_rains,Kisumu,silty,20.2,105.6,high,medium,pest_control,0,high
wheat,2025-07-07,113,fruiting,long_rains,Nakuru,loamy,15.2,129.2,high,medium,pest_control,0,high
potatoes,2025-09-14,44,vegetative,short_rains,Kisumu,silty,13.6,145.7,medium,medium,pest_control,0,high
kale,2025-08-24,65,mature,short_rains,Eldoret,peaty,21.3,89.7,medium,low,pest_control,0,high
maize,2025-06-16,134,mature,long_rains,Meru,chalky,21.3,156.5,medium,high,pest_control,0,high
wheat,2025-07-30,90,flowering,long_rains,Kiambu,loamy,16.4,138.7,high,none,pest_control,0,high
tomatoes,2025-09-02,56,fruiting,long_rains,Kiambu,silty,27.3,51.6,low,medium,disease_management,0,high
potatoes,2025-08-18,71,fruiting,short_rains,Machakos,loamy,19.9,103.5,low,low,weeding,3,medium
kale,2025-10-27,1,seedling,short_rains,Meru,clay,18.6,102.1,low,low,planting,0,high
cabbage,2025-10-11,17,vegetative,short_rains,Eldoret,loamy,20.6,128.4,none,low,irrigation,0,high
potatoes,2025-07-20,100,mature,short_rains,Nakuru,loamy,18.5,122.2,none,high,disease_management,0,high
tomatoes,2025-07-24,96,mature,long_rains,Machakos,clay,23.6,69.8,low,high,disease_management,0,high
tomatoes,2025-08-10,79,mature,long_rains,Nairobi,silty,26.4,154.1,none,medium,disease_management,0,high
potatoes,2025-08-14,75,fruiting,short_rains,Eldoret,loamy,14.9,184.9,medium,none,pest_control,0,high
cabbage,2025-09-19,39,flowering,short_rains,Kisumu,loamy,19.6,193.7,low,low,pest_control,3,medium
potatoes,2025-09-13,45,vegetative,short_rains,Nakuru,chalky,20.7,110.3,high,high,pest_control,0,high
maize,2025-09-06,52,vegetative,short_rains,Eldoret,peaty,20.9,173.0,high,low,pest_control,0,high
